,max_eff,eutax,neighbor_influence,tax_influence,member_trade_multiplier,tax_distribution
0,1.0986328125,0.0966796875,0.5185546875,0.6767578125,1.4733398437500003,2.73095703125
1,0.2294921875,0.0966796875,0.5185546875,0.6767578125,1.4733398437500003,2.73095703125
2,1.0986328125,0.8994140625,0.5185546875,0.6767578125,1.4733398437500003,2.73095703125
3,1.0986328125,0.0966796875,0.5009765625,0.6767578125,1.4733398437500003,2.73095703125
4,1.0986328125,0.0966796875,0.5185546875,0.0693359375,1.4733398437500003,2.73095703125
5,1.0986328125,0.0966796875,0.5185546875,0.6767578125,0.51630859375,2.73095703125
6,1.0986328125,0.0966796875,0.5185546875,0.6767578125,1.4733398437500003,0.83916015625
7,0.2294921875,0.8994140625,0.5009765625,0.0693359375,0.51630859375,0.83916015625
8,3.5986328125,0.5966796875,0.0185546875,0.1767578125,3.9233398437500004,1.28095703125
9,2.7294921875,0.5966796875,0.0185546875,0.1767578125,3.9233398437500004,1.28095703125
10,3.5986328125,0.3994140625,0.0185546875,0.1767578125,3.9233398437500004,1.28095703125
11,3.5986328125,0.5966796875,0.0009765625,0.1767578125,3.9233398437500004,1.28095703125
12,3.5986328125,0.5966796875,0.0185546875,0.5693359375,3.9233398437500004,1.28095703125
13,3.5986328125,0.5966796875,0.0185546875,0.1767578125,2.9663085937500004,1.28095703125
14,3.5986328125,0.5966796875,0.0185546875,0.1767578125,3.9233398437500004,2.28916015625
15,2.7294921875,0.3994140625,0.0009765625,0.5693359375,2.9663085937500004,2.28916015625
16,4.8486328125,0.3466796875,0.7685546875,0.9267578125,2.6983398437500004,0.55595703125
17,1.4794921875,0.3466796875,0.7685546875,0.9267578125,2.6983398437500004,0.55595703125
18,4.8486328125,0.1494140625,0.7685546875,0.9267578125,2.6983398437500004,0.55595703125
19,4.8486328125,0.3466796875,0.2509765625,0.9267578125,2.6983398437500004,0.55595703125
20,4.8486328125,0.3466796875,0.7685546875,0.8193359375,2.6983398437500004,0.55595703125
21,4.8486328125,0.3466796875,0.7685546875,0.9267578125,4.19130859375,0.55595703125
22,4.8486328125,0.3466796875,0.7685546875,0.9267578125,2.6983398437500004,1.56416015625
23,1.4794921875,0.1494140625,0.2509765625,0.8193359375,4.19130859375,1.56416015625
24,2.3486328125,0.8466796875,0.2685546875,0.4267578125,0.24833984375,2.00595703125
25,3.9794921875,0.8466796875,0.2685546875,0.4267578125,0.24833984375,2.00595703125
26,2.3486328125,0.6494140625,0.2685546875,0.4267578125,0.24833984375,2.00595703125
27,2.3486328125,0.8466796875,0.7509765625,0.4267578125,0.24833984375,2.00595703125
28,2.3486328125,0.8466796875,0.2685546875,0.3193359375,0.24833984375,2.00595703125
29,2.3486328125,0.8466796875,0.2685546875,0.4267578125,1.7413085937500001,2.00595703125
30,2.3486328125,0.8466796875,0.2685546875,0.4267578125,0.24833984375,0.11416015625
31,3.9794921875,0.6494140625,0.7509765625,0.3193359375,1.7413085937500001,0.11416015625
32,1.7236328125,0.4716796875,0.1435546875,0.3017578125,0.86083984375,2.36845703125
33,2.1044921875,0.4716796875,0.1435546875,0.3017578125,0.86083984375,2.36845703125
34,1.7236328125,0.0244140625,0.1435546875,0.3017578125,0.86083984375,2.36845703125
35,1.7236328125,0.4716796875,0.3759765625,0.3017578125,0.86083984375,2.36845703125
36,1.7236328125,0.4716796875,0.1435546875,0.6943359375,0.86083984375,2.36845703125
37,1.7236328125,0.4716796875,0.1435546875,0.3017578125,4.80380859375,2.36845703125
38,1.7236328125,0.4716796875,0.1435546875,0.3017578125,0.86083984375,0.47666015625
39,2.1044921875,0.0244140625,0.3759765625,0.6943359375,4.80380859375,0.47666015625
40,4.2236328125,0.9716796875,0.6435546875,0.8017578125,3.31083984375,0.91845703125
41,4.6044921875,0.9716796875,0.6435546875,0.8017578125,3.31083984375,0.91845703125
42,4.2236328125,0.5244140625,0.6435546875,0.8017578125,3.31083984375,0.91845703125
43,4.2236328125,0.9716796875,0.8759765625,0.8017578125,3.31083984375,0.91845703125
44,4.2236328125,0.9716796875,0.6435546875,0.1943359375,3.31083984375,0.91845703125
45,4.2236328125,0.9716796875,0.6435546875,0.8017578125,2.35380859375,0.91845703125
46,4.2236328125,0.9716796875,0.6435546875,0.8017578125,3.31083984375,1.92666015625
47,4.6044921875,0.5244140625,0.8759765625,0.1943359375,2.35380859375,1.92666015625
48,2.9736328125,0.2216796875,0.3935546875,0.0517578125,4.53583984375,0.19345703125000002
49,0.8544921875,0.2216796875,0.3935546875,0.0517578125,4.53583984375,0.19345703125000002
50,2.9736328125,0.7744140625,0.3935546875,0.0517578125,4.53583984375,0.19345703125000002
51,2.9736328125,0.2216796875,0.6259765625,0.0517578125,4.53583984375,0.19345703125000002
52,2.9736328125,0.2216796875,0.3935546875,0.4443359375,4.53583984375,0.19345703125000002
